Antiguedad_Meses,Score_Satisfaccion,Productos_Activos,Balance_Cuenta,Transacciones_Mes,Target_Churn
37,2,4,8665.174980878182,11,0
119,1,3,9055.532120045358,17,0
33,5,4,8411.139507968022,14,0
78,5,3,1509.4174327494106,17,0
38,4,4,5249.710166228584,13,0
118,5,3,1201.988832213112,11,0
96,2,2,4266.716878082284,13,1
99,3,3,0.0,11,0
19,2,4,0.0,15,0
49,1,1,2335.98054904535,13,0
6,3,3,7130.798655593313,14,0
23,1,2,5706.11940271497,12,0
16,3,4,9520.067102839948,18,0
33,3,3,9614.76270200098,15,0
84,3,4,8543.310290297995,8,0
24,5,2,4643.245809764906,10,0
33,3,1,5963.365763585833,12,0
10,4,4,2965.004238914601,12,0
64,2,1,10193.543184291731,14,0
101,2,1,9232.276682088122,9,0
117,3,3,6088.515801841624,10,0
94,5,1,0.0,11,0
52,2,4,585.2856918778762,16,0
27,5,1,4752.588417703531,12,0
110,3,1,14981.472132860688,13,0
21,1,3,5166.615845966682,10,0
86,2,4,9277.090499030986,20,0
74,3,3,1632.4767246483093,11,0
48,5,4,8915.48774824649,15,0
30,1,4,8242.432083413234,16,0
7,2,3,1997.3670780995185,16,0
16,2,2,3327.201399067788,13,0
105,5,4,1763.534775093197,8,0
114,1,2,2987.3514840805283,13,1
117,4,1,2668.2362515101113,14,0
70,3,1,3571.936770809917,16,1
91,4,2,2103.204961986871,13,0
119,3,1,11482.001218795831,8,1
109,4,1,0.0,16,0
14,5,3,4832.111533307198,14,0
98,1,1,5610.760275095114,15,1
108,5,1,3213.8235278663888,13,0
106,5,3,3493.182802083058,12,0
89,2,4,114.34493275051045,16,0
12,5,2,3443.0377452214557,18,0
103,5,2,1306.3386173126405,11,0
97,3,3,8738.39804812954,11,0
119,3,3,7059.150175946605,12,0
53,5,2,270.14790726538104,11,0
74,2,4,9848.203747793475,11,0
69,4,1,13617.865354032076,5,0
15,5,1,10321.060694590406,13,0
83,4,2,6585.333330819603,16,0
42,3,3,7173.022255514162,11,0
51,3,4,5092.512228401846,9,0
95,5,4,7941.393436419679,10,0
73,5,3,9698.151048868327,14,0
103,1,1,7650.644327585665,6,1
49,4,1,821.2961008692164,9,0
17,2,3,5035.008512125243,13,0
16,5,2,2216.67689541957,9,0
109,4,3,9213.524792162036,14,0
25,2,4,3436.933272068753,10,0
45,2,4,2386.902542241072,9,0
74,2,3,0.0,13,0
65,3,4,3155.885876863017,17,0
43,5,1,7266.645255237478,13,0
97,4,3,0.0,12,0
112,3,2,1275.8465937632286,16,0
55,4,4,3943.6107864139985,7,0
77,3,2,10446.363585431021,20,0
92,1,2,6686.174074486114,13,1
68,4,1,5468.960999415342,9,0
43,1,4,312.30150069977026,7,0
34,1,3,11146.645339169052,12,1
36,3,2,10263.11772445717,12,0
58,3,2,7835.551368054146,10,1
27,3,3,0.0,8,0
20,5,1,1565.5517089192726,13,0
73,2,1,9675.656658039734,8,1
30,5,1,8275.908075580839,11,0
53,3,3,294.86703586641306,13,0
72,3,1,1497.70127712666,16,0
62,3,4,3403.4205878522453,9,1
35,5,3,9830.564774846505,14,0
88,3,3,4598.358279324933,4,0
22,3,4,13774.558457485402,14,0
20,2,3,6909.471562280385,14,0
27,2,3,9573.345643024797,17,0
39,1,2,7973.016152458895,14,0
18,4,4,6152.1642103468375,10,0
67,5,3,0.0,11,0
50,1,4,7393.395716210714,11,0
11,2,3,8019.374558127416,8,0
84,3,2,7708.822511498322,11,0
100,1,4,3945.8353903078773,15,0
21,1,1,1816.1037328569091,8,0
112,5,4,1714.3918446572675,9,0
85,5,2,2827.1222697196763,7,0
68,1,3,8995.495706947408,12,0
71,1,4,5646.3466740930335,12,0
19,5,2,2618.7093058120095,16,0
42,3,4,8525.659381250272,13,0
46,5,1,1746.2120200124564,11,0
75,2,2,5773.522566720108,7,1
97,1,3,0.0,10,0
59,3,1,6986.750584680806,12,0
88,1,3,1152.2459149504684,14,0
94,1,2,1008.518161119076,12,0
65,5,2,7749.798332626289,9,0
18,2,3,4389.6646661360855,9,1
118,4,3,8809.920036210457,10,0
26,4,3,10031.608950512735,12,0
90,4,3,1094.6677492936365,11,0
85,1,4,9351.778015531092,14,0
33,4,2,3045.470559998328,13,0
75,4,3,6153.0210982599565,20,0
118,5,3,6493.149847425276,11,0
85,1,1,0.0,14,0
116,2,4,4143.797246434431,12,0
8,2,4,6283.913591747876,6,0
6,5,1,2436.072561366058,9,0
106,3,2,14194.329371161099,12,0
117,3,3,1763.6806339310897,16,0
81,3,1,683.8127596158893,20,0
15,3,1,3574.1306391113712,14,0
75,3,3,2279.4149589951467,12,0
25,3,3,1913.7968737783349,15,0
58,4,2,2257.8298060919033,14,0
112,4,2,6161.141779542568,18,0
49,4,3,7733.257948771488,16,0
48,2,1,7050.937631101375,19,1
23,1,3,1029.3959067125606,11,0
13,2,4,0.0,16,0
93,1,1,14646.247579292633,11,1
35,5,2,0.0,16,0
48,5,1,12019.554808376744,5,0
102,2,1,13924.602734236329,15,0
51,3,2,8671.933153736756,15,0
75,5,3,0.0,14,0
53,5,3,0.0,8,0
119,3,2,6593.197374714758,13,0
113,4,4,7244.060503338458,7,0
45,2,3,9968.853763273171,14,0
47,3,1,8777.532172441857,17,0
61,5,4,7151.012632399984,15,0
64,4,1,8453.67993587835,29,0
46,1,2,9506.879309046366,14,1
79,1,2,2357.4086237960655,6,0
44,4,1,5170.830124827025,10,0
27,4,1,5517.008738503537,9,0
56,1,1,8231.021349240604,8,1
12,3,1,6343.516383873236,12,0
62,1,2,7322.331848779299,14,1
119,3,1,6747.356709515056,17,0
76,4,4,12185.68853969833,13,0
71,1,2,2864.0737722903054,12,1
55,2,4,3074.594322661849,12,0
26,5,4,7484.254368130798,8,0
98,2,2,488.4609808479954,14,0
6,3,1,7580.247617869762,15,0
54,3,2,9597.910098930915,9,0
46,1,4,12485.439938422554,13,0
64,5,2,9520.227236006001,11,0
74,3,2,12055.226760692027,12,0
76,5,4,8690.407513897637,17,0
9,1,3,3246.8765377869668,15,0
71,5,4,2439.447240983432,12,0
84,2,4,0.0,7,0
88,5,2,3403.039686550303,12,0
103,2,2,6307.603510762662,8,1
59,4,4,8974.35363780285,17,0
28,5,2,2519.3201716048966,9,0
102,1,2,665.2366262187616,11,1
101,5,4,2122.713506534044,14,0
103,2,4,11865.047373952992,16,0
93,1,1,3755.1808517223335,13,1
40,4,3,2823.3548699121357,15,0
17,4,2,5830.148196583525,17,0
60,1,4,0.0,6,0
55,4,3,3446.610709986913,17,0
58,5,1,11164.019911448238,11,0
115,3,4,7070.5894646124,11,0
47,2,3,3339.7096820713214,11,0
22,5,2,2340.6344763912,12,0
101,1,1,511.7267634228456,14,0
85,5,2,16562.264167977683,9,0
90,5,2,5752.501043397173,15,0
93,2,3,3418.575444594965,8,0
114,1,3,301.88786006803457,16,0
107,2,1,3024.8680818601347,7,1
47,3,4,5045.139110791592,14,0
50,2,1,11141.39595543136,9,0
55,2,1,7323.0363939366525,10,0
20,4,1,5696.3079662585005,15,1
86,1,2,8562.377363893,13,0
76,3,1,6748.862607149287,13,0
22,5,2,3344.8786538466275,17,0
108,2,1,2558.567833731419,16,0
115,2,4,9516.151651406555,19,0
96,2,1,7731.669003116456,15,1
108,3,2,3141.003324476671,23,0
106,4,2,0.0,11,0
26,5,3,10199.421079646892,16,0
59,2,4,6351.619155148155,8,0
13,1,1,10410.184814623448,4,1
111,2,1,8546.298018612926,8,0
31,4,4,6284.060177770203,17,0
72,1,4,8839.2872594137,13,0
72,2,1,8450.138433583379,13,0
58,2,3,5036.182328994516,7,0
45,1,4,4282.383695138732,17,0
118,3,2,10113.56810576972,24,0
102,3,1,5267.583658574258,18,0
19,2,1,4930.1720805934965,13,0
64,5,3,688.3695618669308,11,0
7,5,1,5885.023149994927,12,0
32,1,2,11967.375672348835,8,0
77,2,3,9479.148443275833,11,1
71,5,4,4475.013396633539,14,0
29,1,4,2658.17652859308,21,0
79,1,1,5049.734741235339,9,0
24,4,2,11501.84170330003,7,1
67,2,3,3302.842098946716,13,0
41,3,1,5222.47271285888,14,0
26,1,4,0.0,8,0
46,2,3,3300.7920558136316,14,0
13,3,4,2086.042829742654,11,0
46,2,2,3015.938226850897,8,0
10,5,2,9105.43150191799,7,0
63,2,4,9125.499099383786,11,0
30,3,2,2034.0763960963727,15,0
14,5,4,1947.8843778337437,9,0
44,1,4,6150.778674367648,16,0
17,5,3,756.2018750791758,7,0
76,2,3,5054.557488963911,13,0
54,2,3,4866.619378568142,6,0
116,3,1,7906.631366517846,12,0
119,3,2,2164.5683969966854,11,0
43,1,2,6661.214830242697,14,0
119,4,2,3442.68856916768,11,0
37,3,2,5527.618092326931,15,0
20,4,2,4842.075968281332,5,0
47,5,1,0.0,16,0
56,5,1,10882.172500870223,12,0
43,1,1,0.0,12,1
21,3,2,2871.5443281618195,17,0
85,5,1,7259.489805358278,12,0
84,5,4,8126.425765180087,10,0
88,3,4,2762.3223431449887,10,0
40,2,2,1478.4949406835926,8,0
87,1,4,3176.4910005868546,18,0
100,1,3,0.0,12,0
100,3,3,5579.516907551642,11,0
72,5,1,10686.632076623951,9,0
70,3,3,1119.374026848055,17,0
78,4,1,510.67102349395554,5,0
72,3,2,10009.995579663439,13,1
11,1,4,3087.4808707223674,15,0
34,5,1,4655.468801632157,15,0
112,5,3,8990.779615610822,16,0
51,2,3,8122.146998424877,10,1
76,3,4,4938.027592408522,12,0
23,1,1,6589.461778820817,14,0
60,3,1,1036.5135694185342,11,0
109,3,1,13084.479230704761,9,0
40,4,1,0.0,15,0
93,5,4,9096.69138276977,15,0
44,1,3,3017.609985265879,10,0
76,1,4,3212.6083139943507,10,0
10,2,2,9618.200353158736,14,0
114,2,4,0.0,8,0
45,4,4,4799.066221002348,13,0
27,5,2,10801.83653038264,9,0
87,2,3,4939.351303536863,9,1
29,5,1,4077.7381795993238,11,0
114,5,3,702.6479438678762,8,0
50,2,2,9643.09784661479,6,1
58,1,2,3368.6182416071806,9,0
16,2,3,3867.5279484346065,17,0
115,5,3,5897.143263539529,16,0
94,2,4,2822.187088033669,4,0
46,2,1,6406.788032655703,8,0
85,5,4,0.0,15,0
26,2,1,2964.059481694967,6,0
67,3,2,6088.837245756153,8,0
90,4,1,818.3026180820707,10,0
28,3,4,3254.2661003839776,5,0
48,5,3,0.0,11,0
66,2,3,6641.3361775476515,13,0
67,2,1,1226.2372802736909,8,0
18,2,2,7079.453782528645,10,1
104,5,1,8847.808589049224,10,0
90,3,1,8234.120421116988,13,0
20,3,4,5555.739192483796,15,0
106,2,1,6003.831414591145,9,0
12,5,3,12743.16722573613,13,0
22,3,3,7080.509111073468,14,0
93,3,4,783.8534733396991,11,0
73,4,2,1685.3676131216748,7,0
38,2,3,6583.454620138049,10,0
70,1,2,9758.8334351485,18,0
67,1,1,3982.0294481503493,7,0
118,2,1,812.0050961444113,10,0
50,4,3,2443.0508648017335,11,0
56,1,2,0.0,11,1
82,3,2,69.80653469688332,12,0
30,2,3,3655.146654370862,17,0
89,5,3,2840.4091234555913,14,0
34,5,4,7833.141409848732,11,0
18,2,3,4323.853176398518,15,0
75,4,1,10719.113118459003,13,0
35,2,4,0.0,12,0
110,3,3,5689.895363359561,9,0
47,3,1,5847.214948988418,9,0
107,2,4,3008.114011849897,11,0
74,4,1,1452.2061420423615,13,0
83,1,3,6659.774727480076,11,1
117,1,2,7730.331567342855,11,0
93,2,4,1503.4760575550013,14,0
37,5,1,7966.877805641557,9,0
101,2,4,0.0,11,0
67,5,3,10762.877791893992,14,0
86,4,1,3457.730877755599,9,0
95,4,3,6337.033548675647,10,0
31,1,1,7541.317510174345,13,1
54,4,1,9333.890303617089,17,0
56,3,1,12182.948476855327,12,0
6,5,2,10355.790113527979,4,0
37,5,3,5243.859469337001,15,0
41,3,2,5836.75802866125,11,0
68,1,4,6817.888617781026,15,0
18,4,4,1642.348975498599,11,0
17,4,3,6928.572251503952,14,0
43,5,3,2316.665495116942,12,0
85,3,1,3870.059479380716,14,0
85,2,2,10961.878692901526,10,0
72,3,3,9169.360035400117,11,0
112,3,4,5342.160927954129,14,0
55,1,3,1270.5479834870885,11,0
106,1,3,860.2407674293518,18,0
59,5,2,2976.7013934139522,9,0
33,4,4,0.0,11,0
74,3,3,3622.5252192273683,8,0
19,1,3,5409.860562314702,10,1
91,1,3,0.0,12,0
54,1,2,0.0,8,0
98,3,1,0.0,11,0
100,5,1,4576.806263557033,14,0
17,2,3,6986.59198387783,15,0
41,4,3,6237.019135099389,13,0
61,4,3,0.0,17,0
67,4,4,4077.5163281832192,12,0
84,4,3,282.47840200352493,11,0
23,1,4,6784.9455170707315,12,0
97,4,1,5417.39153143578,15,0
54,1,3,10016.786556504125,10,0
68,1,2,2395.1080373460395,20,0
73,5,3,0.0,19,0
84,3,2,9093.217575122717,14,0
72,3,3,8331.897996437985,10,0
47,2,4,2234.6461701935436,9,0
36,3,2,4407.954539473562,12,0
86,5,4,4769.3211537239895,18,0
73,1,4,0.0,14,0
13,2,2,9840.534386174439,16,0
78,1,4,4900.751862000063,6,0
56,3,1,6676.785845494104,9,0
71,5,3,6708.95025978258,19,0
71,3,2,5411.162014064406,15,0
53,5,1,0.0,13,0
21,3,1,6567.568084083395,14,0
51,5,3,3703.1909021232714,13,0
13,2,3,1451.4261945239105,7,0
39,2,2,8826.538343668733,5,0
83,1,4,12865.039624456795,9,0
55,2,2,0.0,10,0
119,1,4,5012.065338603766,15,0
61,4,2,5264.677232943219,12,0
116,3,4,8696.94108021456,13,0
22,5,3,3269.6337819882892,15,0
80,5,4,7309.631881175578,14,0
30,2,1,8155.727501708248,8,0
35,1,2,6073.913383329035,14,1
119,3,1,5982.724553463926,10,0
81,3,3,1910.8282092090417,6,0
14,4,3,8305.209038805997,14,0
72,1,2,388.0742610081752,21,0
70,3,2,5357.543356085778,5,0
22,4,4,7884.224353751251,12,0
71,2,3,0.0,13,0
83,5,3,2953.134215075611,13,0
78,3,2,8337.865225741212,8,0
48,1,1,515.2077640879106,10,0
31,5,4,12333.300948117278,8,0
29,3,1,12779.955522696673,11,0
16,3,4,103.55623984479644,13,0
115,3,2,13495.762705794787,7,0
59,4,4,2586.9539145318163,16,0
9,2,2,15243.997475840339,9,1
69,1,3,2353.9286610524855,14,0
54,3,1,3300.7039316550645,11,0
82,1,4,4434.337903532217,13,1
56,2,3,0.0,10,0
86,1,4,12361.801932143404,9,0
100,1,1,7277.690719900926,15,1
72,2,4,9420.35487839196,14,0
33,4,4,7349.800620342112,12,0
30,4,1,8491.34362437636,10,0
65,2,4,0.0,16,0
83,1,1,2281.7786977084575,11,1
64,5,4,4312.721756553002,10,0
13,5,1,2165.0204234489324,11,0
105,3,2,4034.1006746310695,10,0
57,4,3,7581.03980472253,10,0
98,1,2,0.0,8,1
59,2,3,8153.321861842533,7,0
83,5,4,3472.1184659863193,14,0
48,4,3,7842.898823480873,10,0
116,1,2,0.0,13,0
9,5,4,814.003941363746,8,0
88,2,3,7393.669041362125,7,0
115,5,3,0.0,14,0
60,4,3,1783.5893563905788,11,0
42,3,2,3214.1218112574898,19,0
62,3,4,5614.486138285505,11,0
83,2,1,6005.639661193277,8,0
91,2,4,2910.734704345582,13,0
110,2,1,5843.439144272608,8,1
99,3,4,10250.276181138204,7,0
79,1,2,2793.535035021906,9,0
22,2,1,0.0,14,0
47,2,3,11592.047725129758,13,0
99,1,2,10429.37674500547,7,0
103,2,4,9991.79438069052,11,0
70,1,1,4601.689092333718,7,0
98,3,2,7487.194286579155,9,0
104,1,3,6248.846407383537,8,1
21,5,1,1037.5026615695738,19,0
6,3,3,2187.0535980072427,14,0
64,4,1,5989.505432615561,24,0
41,1,4,9198.602314718084,16,0
62,3,4,2559.4473391008673,15,0
63,2,1,228.96349820472278,16,0
57,3,3,4261.151765398508,10,0
114,5,4,4655.15719154217,12,0
7,5,2,5086.323791819668,10,0
23,1,2,6820.390600531671,14,1
63,4,1,3126.5290030246924,13,0
19,1,3,3815.580525066924,14,0
116,1,3,3170.798423741892,11,0
39,5,1,9743.20027426019,13,0
110,5,2,3260.8634523929695,9,0
95,2,4,6103.626618294162,12,0
72,3,4,0.0,15,0
60,2,3,6838.305093880576,15,0
115,3,2,0.0,17,0
93,2,4,9353.07967366467,14,0
88,2,3,0.0,14,0
89,5,4,0.0,9,0
25,1,1,3092.731260025362,22,0
100,1,2,3287.828945693467,8,0
31,3,3,4759.522330362443,22,0
111,4,4,1906.8433270478722,11,0
22,5,4,2770.260234761975,13,0
39,3,2,210.83330598693283,16,0
8,4,4,5631.825187028775,11,0
90,1,4,5672.650407886845,10,1
17,5,2,1841.7297892668298,17,0
110,2,4,5634.9449971833765,8,0
23,1,1,5335.381255448682,17,1
83,5,3,1744.7080186462981,9,0
69,3,4,4083.4464298206985,13,0
32,1,1,7622.67259459773,6,1
18,2,2,3603.8882752753134,7,0
37,5,4,8815.396674753061,20,0
61,3,2,5575.892067253859,13,0
103,3,3,10209.712387628724,11,0
95,3,4,4959.403774527672,14,0
67,5,1,3852.5406617708977,15,0
17,4,3,8275.138741223931,19,0
79,2,3,9790.413502190047,8,0
102,1,3,5841.951616347351,11,1
82,3,2,2194.298002137639,9,0
50,2,2,7867.24653207007,6,1
106,1,3,11161.369666551265,12,0
83,1,2,0.0,9,1
114,5,2,10929.472478811567,17,0
110,1,4,12530.576159820033,11,0
84,1,4,7254.579459667778,5,0
111,3,2,8746.816290697954,12,0
19,3,3,1643.6415550362035,16,0
85,4,3,3770.6106100296533,10,0
13,5,2,6700.616589198163,12,0
104,1,2,6007.286311013806,11,0
13,5,3,898.5386999270268,12,0
22,5,3,3868.9669294364485,12,0
61,2,4,0.0,12,0
85,4,4,2009.1185400812778,16,0
51,3,3,3749.531995906777,15,0
25,2,3,3802.0541537559343,6,0
50,4,1,1592.6506250443795,12,1
110,3,1,0.0,13,0
74,3,1,1733.0491797596474,13,0
26,1,2,3339.411185030277,8,1
22,5,2,5517.715244232486,13,0
32,5,3,5803.479275568916,11,0
116,3,3,4484.313885166394,16,0
24,2,2,7216.662620844217,15,0
57,4,3,3819.7971066823466,8,0
47,4,4,9032.339759649058,14,0
87,1,4,6372.191236545242,14,0
34,4,4,4760.107973968301,9,0
57,5,3,0.0,8,0
57,5,2,7446.59877495757,10,0
61,4,1,9356.201594440881,10,0
106,3,4,5664.552285409457,13,0
83,4,3,7677.278230856276,15,0
23,3,4,7801.516931619799,11,0
117,3,2,4351.55398986775,14,0
72,5,4,13409.182190229332,16,0
95,3,2,15374.652463482897,14,0
72,2,2,5337.45099651947,13,0
107,3,2,7593.287530723268,12,0
76,3,1,5649.805663782237,12,0
21,4,2,4410.633158284019,10,0
103,1,1,8105.404324534212,14,0
29,4,2,6574.267769785549,8,0
44,1,4,0.0,11,0
100,3,3,0.0,14,0
7,5,2,2780.069753456784,13,0
32,4,3,9440.969944890396,14,0
60,2,3,6086.949484062705,9,0
26,4,2,178.80762580912597,9,0
55,5,3,3423.522605420765,9,0
48,5,3,1664.823064917582,18,0
93,4,2,4324.596639246758,10,0
101,4,1,7844.355612887548,21,0
112,3,4,0.0,12,0
108,2,3,11033.71745767421,13,0
52,1,2,0.0,11,1
106,2,4,11348.201951136014,11,0
45,5,2,8179.173595893672,13,0
60,5,1,12446.336458529218,18,0
20,3,1,0.0,9,0
69,3,2,12755.089700887487,10,0
64,2,4,4982.864212428021,12,0
45,4,1,4977.818885258702,14,0
76,4,4,8758.819660215539,18,0
90,4,1,7159.802869843693,11,0
41,2,2,3019.8167067338454,10,1
6,4,4,5024.039134445115,14,0
86,2,1,7113.36531371,13,0
56,1,2,0.0,10,0
73,5,3,4811.008947102592,10,0
37,5,3,6288.2738065653575,12,0
40,4,4,9191.958604199863,16,0
29,4,1,4047.4025875192556,9,0
31,4,1,5406.202051519528,16,0
47,3,2,7562.5709486584165,12,0
7,2,2,4905.396707589024,7,0
84,4,1,11321.89990841195,12,0
38,3,3,3423.199665257758,16,0
45,3,4,7032.828628035259,9,0
93,3,2,9252.049581450934,14,1
52,5,3,5502.8373542028985,16,0
31,4,4,5292.829239913769,9,0
70,2,1,4091.576245218943,12,0
8,3,2,10698.967358197078,21,0
104,5,3,1948.488281300586,18,0
27,3,2,9516.642440105974,10,1
118,3,4,4444.622846947591,12,0
85,1,3,10285.31669710376,10,0
52,1,4,4721.891029224732,7,0
101,3,1,8996.867633800593,14,0
100,1,4,10323.8365343443,14,0
43,2,4,2616.388503056955,11,0
98,4,1,0.0,16,0
63,2,4,2087.435968248384,5,0
61,3,4,5778.689010538934,20,0
9,1,4,3839.135199208078,20,0
25,5,1,1041.837658189098,15,0
26,3,3,3201.31855066731,7,0
88,4,1,3016.997083254686,11,0
33,4,2,1337.3403548293122,8,0
89,2,2,8004.461351257831,16,1
9,1,1,5934.352314522426,9,1
26,4,2,9189.416909338008,21,0
119,2,3,11910.427289251762,15,0
73,2,1,1483.4493424189377,8,1
11,1,4,593.3271377184683,10,0
116,1,4,5459.553815161249,16,1
44,1,1,6507.646320668109,13,0
109,2,1,15104.16365981937,11,0
101,1,2,2141.9781761357467,12,1
77,2,1,1641.186473713586,13,0
18,3,3,3991.636645273747,10,0
73,1,4,8331.244298741769,11,0
73,3,1,13789.165666487293,9,0
20,4,2,0.0,15,0
112,5,3,9030.833605574093,12,0
79,4,3,6786.204916050388,8,0
85,3,1,4617.78864594035,7,0
79,3,3,0.0,14,0
113,1,4,0.0,9,0
86,3,3,4095.1746434442275,10,0
107,1,2,10908.710635516265,10,1
88,5,2,0.0,7,0
16,5,4,8910.457461097292,22,0
108,5,2,2531.2535177362315,8,0
89,2,4,9144.925321399394,12,0
29,3,3,2819.261019882066,16,0
49,2,2,7852.981698344052,13,0
93,2,2,7965.639968358702,13,1
48,2,2,472.5299770180354,15,0
83,4,1,6445.773777862613,14,0
33,5,4,3123.5650362152164,12,0
108,2,4,6702.830773468656,6,0
46,2,2,12292.354991792181,7,0
103,3,1,6237.890764455988,10,0
115,4,1,8100.565184930334,15,0
52,3,2,3434.6438241930427,13,0
102,2,3,0.0,15,0
107,1,1,10588.355453563505,20,1
103,3,3,5483.210984819026,11,0
16,5,1,5760.06060878675,14,0
9,4,2,7840.476679253801,13,0
101,4,2,5313.034692554113,12,0
103,5,1,3879.6977481227304,16,0
92,3,4,5561.347673012415,12,0
79,2,2,7347.199972738948,11,0
55,2,2,733.1126994618044,11,0
107,5,1,2982.768529884811,5,0
49,5,3,4300.370580820785,8,0
23,4,2,8778.284009413814,11,0
118,4,3,2129.8189586927797,17,0
38,2,1,9969.344577262907,12,0
33,2,1,6832.039943285088,13,0
29,2,2,0.0,7,0
95,3,2,3212.389031642204,10,0
53,4,3,5947.53778266809,16,0
61,4,2,0.0,9,0
25,2,4,9967.897703700772,17,0
71,1,3,7040.702216113457,9,1
44,5,2,7596.270657490171,11,0
95,3,4,4643.396702573238,12,0
19,3,1,10437.399034386874,13,0
37,1,4,11144.229477122415,11,1
52,5,1,0.0,9,0
56,3,1,6317.016234354058,13,0
105,3,2,3209.309488222695,6,0
65,3,2,6795.7771876031675,19,0
89,3,3,8031.016554142217,10,0
36,4,3,4538.86316715138,8,0
69,1,3,2681.6670666902623,10,0
114,4,2,8954.988233615926,9,0
66,4,2,486.04485844733335,11,0
101,4,1,2717.9742322031225,19,0
23,4,3,9833.38983999765,19,0
46,1,4,14132.47425996448,15,1
84,3,4,2947.394448718585,16,0
87,2,3,7010.184558489509,19,0
11,4,4,1454.8385753796802,10,0
83,1,1,3098.822193239992,10,1
10,2,2,0.0,12,0
119,5,3,4067.082828558291,6,0
79,1,4,8030.643499238341,15,0
27,1,3,2343.0080657499884,7,1
14,2,2,9545.494678684372,10,1
52,4,2,2323.5851340504255,4,0
118,2,4,4033.719237086319,10,0
105,5,2,3239.1285259336273,9,0
16,3,1,4519.871111730527,14,0
36,5,1,2895.703107472804,9,0
30,5,1,10586.000371213991,19,0
27,2,4,8965.325214739287,15,0
101,3,2,6139.391677025336,9,0
29,2,1,16197.58649473537,12,0
36,5,1,9558.706169012048,10,0
7,1,3,0.0,8,0
36,1,4,11957.701051790604,18,1
43,1,1,9886.32860588282,10,1
52,2,4,5319.852952467579,8,0
51,4,3,5656.168519214515,11,0
110,4,3,8806.397981183294,11,0
53,2,2,5523.608548266385,7,1
18,2,4,2686.8817338447225,14,0
96,1,4,9483.544353696907,11,0
20,5,2,6408.82383444653,9,0
64,3,1,3752.786584903044,10,0
48,4,2,11432.172924454157,11,0
69,1,3,3845.119140894522,14,0
84,3,3,6083.723271313976,19,0
54,5,3,1953.83261409746,13,0
99,5,1,8394.813964744057,11,0
49,2,4,7650.529873725041,13,0
84,1,4,2920.388316954792,15,0
74,5,3,3801.066171230372,12,0
96,3,2,14518.440828361452,8,0
117,4,4,0.0,15,0
71,3,1,5598.755292417395,16,0
66,4,2,4386.529975042471,11,0
89,4,3,5774.71087129147,13,0
35,1,1,10364.868293318717,14,0
43,3,4,0.0,8,0
101,5,4,2583.0413697122867,8,0
47,2,2,1166.925129343152,15,1
39,2,1,6291.850479473373,9,1
84,1,3,14967.882550444387,9,0
37,4,4,2099.2346540470476,10,0
22,2,3,3225.085347490266,11,0
102,5,4,1260.2171029599958,18,0
110,2,1,5353.936379594877,9,0
36,3,2,0.0,12,0
74,1,4,9482.253914185349,10,1
56,1,4,0.0,11,0
28,4,2,9436.394761154908,18,0
48,4,2,3189.237061998716,17,0
111,2,1,7257.193374020133,7,0
60,4,1,7308.485512283425,10,1
93,2,3,6676.003980208157,19,0
66,2,3,4126.842506370489,12,0
73,5,4,0.0,8,0
79,5,1,5426.882294426513,11,0
95,5,1,7780.781961231072,9,0
70,5,3,12357.230720865376,10,0
17,3,1,0.0,9,0
104,4,4,5459.90760304112,11,0
55,1,1,1364.8809811001015,17,1
42,2,3,4155.288121682064,10,0
6,3,3,6108.9817256923025,11,0
75,3,3,4373.477505179242,15,0
117,5,3,0.0,21,0
89,4,2,10146.824684259194,15,0
7,3,1,6433.944873488166,13,0
84,3,2,9654.348047015766,14,0
36,2,3,4509.486529552759,15,0
7,4,1,3732.7169646546854,12,0
118,3,1,881.4065562930718,15,0
38,2,1,8531.480017239604,9,1
90,4,3,4217.7645034264415,10,0
50,1,4,9716.629125248375,10,0
8,3,2,5499.568981596257,9,0
17,2,1,1540.5030102281598,12,0
100,2,1,4395.745680694853,9,0
19,3,4,0.0,13,0
53,1,2,2548.115442337389,14,0
25,2,2,8314.154241444554,13,0
95,1,2,5389.334403257314,14,0
98,3,2,8677.52074669796,3,0
46,1,2,7653.798376340387,9,0
62,2,4,8769.545911554082,11,0
101,1,2,2374.474436185886,13,0
69,4,3,5544.063430975996,8,0
26,4,3,8841.968421956764,9,0
113,5,2,11799.755144228322,16,0
40,5,3,5526.42462378052,13,0
100,2,4,7650.740698236976,15,0
93,1,4,3769.912952202475,12,0
74,5,3,0.0,14,0
56,3,2,8450.891774144971,13,0
32,4,1,11760.173887755947,11,0
13,4,3,1810.790390733891,8,0
80,1,4,8287.98148496637,13,1
108,2,1,8674.595980654849,15,0
58,3,1,0.0,14,0
62,1,4,12145.987805715387,17,0
82,5,3,0.0,10,0
15,4,3,0.0,9,0
73,3,2,10150.871618673631,5,1
96,2,3,925.6319739113314,15,0
79,2,3,5429.498657551472,8,0
106,2,3,12205.282551278735,16,0
30,1,4,9058.985883299787,14,1
106,3,2,2731.219446511044,14,0
99,5,1,6120.00379253321,7,0
66,2,3,1630.6417227444636,13,0
23,1,2,3983.224653924316,10,0
32,3,4,1954.5056378451882,10,0
60,4,4,8465.508615122884,15,0
69,4,1,3411.077528518309,16,0
106,2,1,8880.48494212868,12,0
82,4,3,6855.6337861858,11,0
112,5,3,5956.859658625431,11,0
99,5,1,265.6402063622809,15,0
